Sprache,Schulart,Klassenstufe,Bundesland,Anzahl
Spanisch,Hauptschulen,7. Klassenstufe,Saarland,0
Spanisch,Hauptschulen,7. Klassenstufe,Sachsen,0
Spanisch,Hauptschulen,7. Klassenstufe,Sachsen-Anhalt,0
Spanisch,Hauptschulen,7. Klassenstufe,Schleswig-Holstein,0
Spanisch,Hauptschulen,7. Klassenstufe,Thüringen,0
Spanisch,Hauptschulen,8. Klassenstufe,Baden-Württemberg,0
Spanisch,Hauptschulen,8. Klassenstufe,Bayern,125
Spanisch,Hauptschulen,8. Klassenstufe,Berlin,0
Spanisch,Hauptschulen,8. Klassenstufe,Brandenburg,0
Spanisch,Hauptschulen,8. Klassenstufe,Bremen,0
Spanisch,Hauptschulen,8. Klassenstufe,Hamburg,0
Spanisch,Hauptschulen,8. Klassenstufe,Hessen,8
Spanisch,Hauptschulen,8. Klassenstufe,Mecklenburg-Vorpommern,0
Spanisch,Hauptschulen,8. Klassenstufe,Niedersachsen,0
Spanisch,Hauptschulen,8. Klassenstufe,Nordrhein-Westfalen,0
Spanisch,Hauptschulen,8. Klassenstufe,Rheinland-Pfalz,0
Spanisch,Hauptschulen,8. Klassenstufe,Saarland,0
Spanisch,Hauptschulen,8. Klassenstufe,Sachsen,0
Spanisch,Hauptschulen,8. Klassenstufe,Sachsen-Anhalt,0
Spanisch,Hauptschulen,8. Klassenstufe,Schleswig-Holstein,0
Spanisch,Hauptschulen,8. Klassenstufe,Thüringen,0
Spanisch,Hauptschulen,9. Klassenstufe,Baden-Württemberg,0
Spanisch,Hauptschulen,9. Klassenstufe,Bayern,156
Spanisch,Hauptschulen,9. Klassenstufe,Berlin,0
Spanisch,Hauptschulen,9. Klassenstufe,Brandenburg,0
Spanisch,Hauptschulen,9. Klassenstufe,Bremen,0
Spanisch,Hauptschulen,9. Klassenstufe,Hamburg,0
Spanisch,Hauptschulen,9. Klassenstufe,Hessen,0
Spanisch,Hauptschulen,9. Klassenstufe,Mecklenburg-Vorpommern,0
Spanisch,Hauptschulen,9. Klassenstufe,Niedersachsen,2
Spanisch,Hauptschulen,9. Klassenstufe,Nordrhein-Westfalen,0
Spanisch,Hauptschulen,9. Klassenstufe,Rheinland-Pfalz,0
Spanisch,Hauptschulen,9. Klassenstufe,Saarland,0
Spanisch,Hauptschulen,9. Klassenstufe,Sachsen,0
Spanisch,Hauptschulen,9. Klassenstufe,Sachsen-Anhalt,0
Spanisch,Hauptschulen,9. Klassenstufe,Schleswig-Holstein,0
Spanisch,Hauptschulen,9. Klassenstufe,Thüringen,0
Spanisch,Hauptschulen,10. Klassenstufe,Baden-Württemberg,0
Spanisch,Hauptschulen,10. Klassenstufe,Bayern,36
Spanisch,Hauptschulen,10. Klassenstufe,Berlin,0
Spanisch,Hauptschulen,10. Klassenstufe,Brandenburg,0
Spanisch,Hauptschulen,10. Klassenstufe,Bremen,0
Spanisch,Hauptschulen,10. Klassenstufe,Hamburg,0
Spanisch,Hauptschulen,10. Klassenstufe,Hessen,0
Spanisch,Hauptschulen,10. Klassenstufe,Mecklenburg-Vorpommern,0
Spanisch,Hauptschulen,10. Klassenstufe,Niedersachsen,4
Spanisch,Hauptschulen,10. Klassenstufe,Nordrhein-Westfalen,0
Spanisch,Hauptschulen,10. Klassenstufe,Rheinland-Pfalz,0
Spanisch,Hauptschulen,10. Klassenstufe,Saarland,0
Spanisch,Hauptschulen,10. Klassenstufe,Sachsen,0
Spanisch,Hauptschulen,10. Klassenstufe,Sachsen-Anhalt,0
Spanisch,Hauptschulen,10. Klassenstufe,Schleswig-Holstein,0
Spanisch,Hauptschulen,10. Klassenstufe,Thüringen,0
Spanisch,Hauptschulen,Bereich unbekannt,Baden-Württemberg,9
Spanisch,Hauptschulen,Bereich unbekannt,Bayern,0
Spanisch,Hauptschulen,Bereich unbekannt,Berlin,0
Spanisch,Hauptschulen,Bereich unbekannt,Brandenburg,0
Spanisch,Hauptschulen,Bereich unbekannt,Bremen,0
Spanisch,Hauptschulen,Bereich unbekannt,Hamburg,0
Spanisch,Hauptschulen,Bereich unbekannt,Hessen,0
Spanisch,Hauptschulen,Bereich unbekannt,Mecklenburg-Vorpommern,0
Spanisch,Hauptschulen,Bereich unbekannt,Niedersachsen,0
Spanisch,Hauptschulen,Bereich unbekannt,Nordrhein-Westfalen,0
Spanisch,Hauptschulen,Bereich unbekannt,Rheinland-Pfalz,0
Spanisch,Hauptschulen,Bereich unbekannt,Saarland,0
Spanisch,Hauptschulen,Bereich unbekannt,Sachsen,0
Spanisch,Hauptschulen,Bereich unbekannt,Sachsen-Anhalt,0
Spanisch,Hauptschulen,Bereich unbekannt,Schleswig-Holstein,0
Spanisch,Hauptschulen,Bereich unbekannt,Thüringen,0
Spanisch,Schularten mit mehreren Bildungsgängen,5. Klassenstufe,Baden-Württemberg,0
Spanisch,Schularten mit mehreren Bildungsgängen,5. Klassenstufe,Bayern,0
Spanisch,Schularten mit mehreren Bildungsgängen,5. Klassenstufe,Berlin,0
Spanisch,Schularten mit mehreren Bildungsgängen,5. Klassenstufe,Brandenburg,0
Spanisch,Schularten mit mehreren Bildungsgängen,5. Klassenstufe,Bremen,0
Spanisch,Schularten mit mehreren Bildungsgängen,5. Klassenstufe,Hamburg,0
Spanisch,Schularten mit mehreren Bildungsgängen,5. Klassenstufe,Hessen,0
Spanisch,Schularten mit mehreren Bildungsgängen,5. Klassenstufe,Mecklenburg-Vorpommern,81
Spanisch,Schularten mit mehreren Bildungsgängen,5. Klassenstufe,Niedersachsen,9
Spanisch,Schularten mit mehreren Bildungsgängen,5. Klassenstufe,Nordrhein-Westfalen,19
Spanisch,Schularten mit mehreren Bildungsgängen,5. Klassenstufe,Rheinland-Pfalz,0
Spanisch,Schularten mit mehreren Bildungsgängen,5. Klassenstufe,Saarland,0
Spanisch,Schularten mit mehreren Bildungsgängen,5. Klassenstufe,Sachsen,160
Spanisch,Schularten mit mehreren Bildungsgängen,5. Klassenstufe,Sachsen-Anhalt,3
Spanisch,Schularten mit mehreren Bildungsgängen,5. Klassenstufe,Schleswig-Holstein,0
Spanisch,Schularten mit mehreren Bildungsgängen,5. Klassenstufe,Thüringen,17
Spanisch,Schularten mit mehreren Bildungsgängen,6. Klassenstufe,Baden-Württemberg,0
Spanisch,Schularten mit mehreren Bildungsgängen,6. Klassenstufe,Bayern,0
Spanisch,Schularten mit mehreren Bildungsgängen,6. Klassenstufe,Berlin,0
Spanisch,Schularten mit mehreren Bildungsgängen,6. Klassenstufe,Brandenburg,0
Spanisch,Schularten mit mehreren Bildungsgängen,6. Klassenstufe,Bremen,0
Spanisch,Schularten mit mehreren Bildungsgängen,6. Klassenstufe,Hamburg,0
Spanisch,Schularten mit mehreren Bildungsgängen,6. Klassenstufe,Hessen,0
Spanisch,Schularten mit mehreren Bildungsgängen,6. Klassenstufe,Mecklenburg-Vorpommern,72
Spanisch,Schularten mit mehreren Bildungsgängen,6. Klassenstufe,Niedersachsen,343
Spanisch,Schularten mit mehreren Bildungsgängen,6. Klassenstufe,Nordrhein-Westfalen,451
Spanisch,Schularten mit mehreren Bildungsgängen,6. Klassenstufe,Rheinland-Pfalz,0
Spanisch,Schularten mit mehreren Bildungsgängen,6. Klassenstufe,Saarland,0
Spanisch,Schularten mit mehreren Bildungsgängen,6. Klassenstufe,Sachsen,442
Spanisch,Schularten mit mehreren Bildungsgängen,6. Klassenstufe,Sachsen-Anhalt,0
Spanisch,Schularten mit mehreren Bildungsgängen,6. Klassenstufe,Schleswig-Holstein,0
Spanisch,Schularten mit mehreren Bildungsgängen,6. Klassenstufe,Thüringen,39
Spanisch,Schularten mit mehreren Bildungsgängen,7. Klassenstufe,Baden-Württemberg,0
Spanisch,Schularten mit mehreren Bildungsgängen,7. Klassenstufe,Bayern,0
Spanisch,Schularten mit mehreren Bildungsgängen,7. Klassenstufe,Berlin,0
Spanisch,Schularten mit mehreren Bildungsgängen,7. Klassenstufe,Brandenburg,125
Spanisch,Schularten mit mehreren Bildungsgängen,7. Klassenstufe,Bremen,15
Spanisch,Schularten mit mehreren Bildungsgängen,7. Klassenstufe,Hamburg,0
Spanisch,Schularten mit mehreren Bildungsgängen,7. Klassenstufe,Hessen,34
Spanisch,Schularten mit mehreren Bildungsgängen,7. Klassenstufe,Mecklenburg-Vorpommern,45
Spanisch,Schularten mit mehreren Bildungsgängen,7. Klassenstufe,Niedersachsen,278
Spanisch,Schularten mit mehreren Bildungsgängen,7. Klassenstufe,Nordrhein-Westfalen,376
Spanisch,Schularten mit mehreren Bildungsgängen,7. Klassenstufe,Rheinland-Pfalz,0
Spanisch,Schularten mit mehreren Bildungsgängen,7. Klassenstufe,Saarland,0
Spanisch,Schularten mit mehreren Bildungsgängen,7. Klassenstufe,Sachsen,375
Spanisch,Schularten mit mehreren Bildungsgängen,7. Klassenstufe,Sachsen-Anhalt,17
Spanisch,Schularten mit mehreren Bildungsgängen,7. Klassenstufe,Schleswig-Holstein,23
Spanisch,Schularten mit mehreren Bildungsgängen,7. Klassenstufe,Thüringen,19
Spanisch,Schularten mit mehreren Bildungsgängen,8. Klassenstufe,Baden-Württemberg,0
Spanisch,Schularten mit mehreren Bildungsgängen,8. Klassenstufe,Bayern,0
Spanisch,Schularten mit mehreren Bildungsgängen,8. Klassenstufe,Berlin,0
Spanisch,Schularten mit mehreren Bildungsgängen,8. Klassenstufe,Brandenburg,98
Spanisch,Schularten mit mehreren Bildungsgängen,8. Klassenstufe,Bremen,11
Spanisch,Schularten mit mehreren Bildungsgängen,8. Klassenstufe,Hamburg,0
Spanisch,Schularten mit mehreren Bildungsgängen,8. Klassenstufe,Hessen,7
Spanisch,Schularten mit mehreren Bildungsgängen,8. Klassenstufe,Mecklenburg-Vorpommern,37
Spanisch,Schularten mit mehreren Bildungsgängen,8. Klassenstufe,Niedersachsen,267
Spanisch,Schularten mit mehreren Bildungsgängen,8. Klassenstufe,Nordrhein-Westfalen,783
Spanisch,Schularten mit mehreren Bildungsgängen,8. Klassenstufe,Rheinland-Pfalz,0
Spanisch,Schularten mit mehreren Bildungsgängen,8. Klassenstufe,Saarland,0
Spanisch,Schularten mit mehreren Bildungsgängen,8. Klassenstufe,Sachsen,342
Spanisch,Schularten mit mehreren Bildungsgängen,8. Klassenstufe,Sachsen-Anhalt,11
Spanisch,Schularten mit mehreren Bildungsgängen,8. Klassenstufe,Schleswig-Holstein,33
Spanisch,Schularten mit mehreren Bildungsgängen,8. Klassenstufe,Thüringen,24
Spanisch,Schularten mit mehreren Bildungsgängen,9. Klassenstufe,Baden-Württemberg,0
Spanisch,Schularten mit mehreren Bildungsgängen,9. Klassenstufe,Bayern,0
Spanisch,Schularten mit mehreren Bildungsgängen,9. Klassenstufe,Berlin,0
Spanisch,Schularten mit mehreren Bildungsgängen,9. Klassenstufe,Brandenburg,118
Spanisch,Schularten mit mehreren Bildungsgängen,9. Klassenstufe,Bremen,0
Spanisch,Schularten mit mehreren Bildungsgängen,9. Klassenstufe,Hamburg,0
Spanisch,Schularten mit mehreren Bildungsgängen,9. Klassenstufe,Hessen,21
Spanisch,Schularten mit mehreren Bildungsgängen,9. Klassenstufe,Mecklenburg-Vorpommern,37
Spanisch,Schularten mit mehreren Bildungsgängen,9. Klassenstufe,Niedersachsen,141
Spanisch,Schularten mit mehreren Bildungsgängen,9. Klassenstufe,Nordrhein-Westfalen,124
Spanisch,Schularten mit mehreren Bildungsgängen,9. Klassenstufe,Rheinland-Pfalz,0
Spanisch,Schularten mit mehreren Bildungsgängen,9. Klassenstufe,Saarland,0
Spanisch,Schularten mit mehreren Bildungsgängen,9. Klassenstufe,Sachsen,309
Spanisch,Schularten mit mehreren Bildungsgängen,9. Klassenstufe,Sachsen-Anhalt,16
Spanisch,Schularten mit mehreren Bildungsgängen,9. Klassenstufe,Schleswig-Holstein,64
Spanisch,Schularten mit mehreren Bildungsgängen,9. Klassenstufe,Thüringen,17
Spanisch,Schularten mit mehreren Bildungsgängen,10. Klassenstufe,Baden-Württemberg,0
Spanisch,Schularten mit mehreren Bildungsgängen,10. Klassenstufe,Bayern,0
Spanisch,Schularten mit mehreren Bildungsgängen,10. Klassenstufe,Berlin,0
Spanisch,Schularten mit mehreren Bildungsgängen,10. Klassenstufe,Brandenburg,79
Spanisch,Schularten mit mehreren Bildungsgängen,10. Klassenstufe,Bremen,76
Spanisch,Schularten mit mehreren Bildungsgängen,10. Klassenstufe,Hamburg,0
Spanisch,Schularten mit mehreren Bildungsgängen,10. Klassenstufe,Hessen,0
Spanisch,Schularten mit mehreren Bildungsgängen,10. Klassenstufe,Mecklenburg-Vorpommern,28
Spanisch,Schularten mit mehreren Bildungsgängen,10. Klassenstufe,Niedersachsen,0
Spanisch,Schularten mit mehreren Bildungsgängen,10. Klassenstufe,Nordrhein-Westfalen,0
Spanisch,Schularten mit mehreren Bildungsgängen,10. Klassenstufe,Rheinland-Pfalz,0
Spanisch,Schularten mit mehreren Bildungsgängen,10. Klassenstufe,Saarland,0
Spanisch,Schularten mit mehreren Bildungsgängen,10. Klassenstufe,Sachsen,285
Spanisch,Schularten mit mehreren Bildungsgängen,10. Klassenstufe,Sachsen-Anhalt,11
Spanisch,Schularten mit mehreren Bildungsgängen,10. Klassenstufe,Schleswig-Holstein,53
Spanisch,Schularten mit mehreren Bildungsgängen,10. Klassenstufe,Thüringen,20
Spanisch,Schularten mit mehreren Bildungsgängen,Bereich unbekannt,Baden-Württemberg,0
Spanisch,Schularten mit mehreren Bildungsgängen,Bereich unbekannt,Bayern,0
Spanisch,Schularten mit mehreren Bildungsgängen,Bereich unbekannt,Berlin,0
Spanisch,Schularten mit mehreren Bildungsgängen,Bereich unbekannt,Brandenburg,0
Spanisch,Schularten mit mehreren Bildungsgängen,Bereich unbekannt,Bremen,0
Spanisch,Schularten mit mehreren Bildungsgängen,Bereich unbekannt,Hamburg,0
Spanisch,Schularten mit mehreren Bildungsgängen,Bereich unbekannt,Hessen,0
Spanisch,Schularten mit mehreren Bildungsgängen,Bereich unbekannt,Mecklenburg-Vorpommern,0
Spanisch,Schularten mit mehreren Bildungsgängen,Bereich unbekannt,Niedersachsen,0
Spanisch,Schularten mit mehreren Bildungsgängen,Bereich unbekannt,Nordrhein-Westfalen,94
Spanisch,Schularten mit mehreren Bildungsgängen,Bereich unbekannt,Rheinland-Pfalz,0
Spanisch,Schularten mit mehreren Bildungsgängen,Bereich unbekannt,Saarland,0
Spanisch,Schularten mit mehreren Bildungsgängen,Bereich unbekannt,Sachsen,0
Spanisch,Schularten mit mehreren Bildungsgängen,Bereich unbekannt,Sachsen-Anhalt,0
Spanisch,Schularten mit mehreren Bildungsgängen,Bereich unbekannt,Schleswig-Holstein,0
Spanisch,Schularten mit mehreren Bildungsgängen,Bereich unbekannt,Thüringen,0
Spanisch,Realschulen,5. Klassenstufe,Baden-Württemberg,0
Spanisch,Realschulen,5. Klassenstufe,Bayern,33
Spanisch,Realschulen,5. Klassenstufe,Berlin,0
Spanisch,Realschulen,5. Klassenstufe,Brandenburg,0
Spanisch,Realschulen,5. Klassenstufe,Bremen,0
Spanisch,Realschulen,5. Klassenstufe,Hamburg,0
Spanisch,Realschulen,5. Klassenstufe,Hessen,0
Spanisch,Realschulen,5. Klassenstufe,Mecklenburg-Vorpommern,0
Spanisch,Realschulen,5. Klassenstufe,Niedersachsen,0
Spanisch,Realschulen,5. Klassenstufe,Nordrhein-Westfalen,91
Spanisch,Realschulen,5. Klassenstufe,Rheinland-Pfalz,0
Spanisch,Realschulen,5. Klassenstufe,Saarland,0
Spanisch,Realschulen,5. Klassenstufe,Sachsen,0
Spanisch,Realschulen,5. Klassenstufe,Sachsen-Anhalt,0
Spanisch,Realschulen,5. Klassenstufe,Schleswig-Holstein,0
Spanisch,Realschulen,5. Klassenstufe,Thüringen,0
Spanisch,Realschulen,6. Klassenstufe,Baden-Württemberg,0
Spanisch,Realschulen,6. Klassenstufe,Bayern,96
Spanisch,Realschulen,6. Klassenstufe,Berlin,0
Spanisch,Realschulen,6. Klassenstufe,Brandenburg,0
Spanisch,Realschulen,6. Klassenstufe,Bremen,0
Spanisch,Realschulen,6. Klassenstufe,Hamburg,0
Spanisch,Realschulen,6. Klassenstufe,Hessen,31
Spanisch,Realschulen,6. Klassenstufe,Mecklenburg-Vorpommern,0
Spanisch,Realschulen,6. Klassenstufe,Niedersachsen,230
Spanisch,Realschulen,6. Klassenstufe,Nordrhein-Westfalen,265
Spanisch,Realschulen,6. Klassenstufe,Rheinland-Pfalz,0
Spanisch,Realschulen,6. Klassenstufe,Saarland,0
Spanisch,Realschulen,6. Klassenstufe,Sachsen,0
Spanisch,Realschulen,6. Klassenstufe,Sachsen-Anhalt,0
Spanisch,Realschulen,6. Klassenstufe,Schleswig-Holstein,0
Spanisch,Realschulen,6. Klassenstufe,Thüringen,0
Spanisch,Realschulen,7. Klassenstufe,Baden-Württemberg,0
Spanisch,Realschulen,7. Klassenstufe,Bayern,289
Spanisch,Realschulen,7. Klassenstufe,Berlin,0
Spanisch,Realschulen,7. Klassenstufe,Brandenburg,0
Spanisch,Realschulen,7. Klassenstufe,Bremen,0
Spanisch,Realschulen,7. Klassenstufe,Hamburg,0
Spanisch,Realschulen,7. Klassenstufe,Hessen,483
Spanisch,Realschulen,7. Klassenstufe,Mecklenburg-Vorpommern,0
Spanisch,Realschulen,7. Klassenstufe,Niedersachsen,247
Spanisch,Realschulen,7. Klassenstufe,Nordrhein-Westfalen,146
Spanisch,Realschulen,7. Klassenstufe,Rheinland-Pfalz,0
Spanisch,Realschulen,7. Klassenstufe,Saarland,0
Spanisch,Realschulen,7. Klassenstufe,Sachsen,0
Spanisch,Realschulen,7. Klassenstufe,Sachsen-Anhalt,0
Spanisch,Realschulen,7. Klassenstufe,Schleswig-Holstein,0
Spanisch,Realschulen,7. Klassenstufe,Thüringen,0
Spanisch,Realschulen,8. Klassenstufe,Baden-Württemberg,0
Spanisch,Realschulen,8. Klassenstufe,Bayern,426
Spanisch,Realschulen,8. Klassenstufe,Berlin,0
Spanisch,Realschulen,8. Klassenstufe,Brandenburg,0
Spanisch,Realschulen,8. Klassenstufe,Bremen,0
Spanisch,Realschulen,8. Klassenstufe,Hamburg,0
Spanisch,Realschulen,8. Klassenstufe,Hessen,410
Spanisch,Realschulen,8. Klassenstufe,Mecklenburg-Vorpommern,0
Spanisch,Realschulen,8. Klassenstufe,Niedersachsen,210
Spanisch,Realschulen,8. Klassenstufe,Nordrhein-Westfalen,189
Spanisch,Realschulen,8. Klassenstufe,Rheinland-Pfalz,0
Spanisch,Realschulen,8. Klassenstufe,Saarland,0
Spanisch,Realschulen,8. Klassenstufe,Sachsen,0
Spanisch,Realschulen,8. Klassenstufe,Sachsen-Anhalt,0
Spanisch,Realschulen,8. Klassenstufe,Schleswig-Holstein,0
Spanisch,Realschulen,8. Klassenstufe,Thüringen,0
Spanisch,Realschulen,9. Klassenstufe,Baden-Württemberg,0
Spanisch,Realschulen,9. Klassenstufe,Bayern,521
Spanisch,Realschulen,9. Klassenstufe,Berlin,0
Spanisch,Realschulen,9. Klassenstufe,Brandenburg,0
Spanisch,Realschulen,9. Klassenstufe,Bremen,0
Spanisch,Realschulen,9. Klassenstufe,Hamburg,0
Spanisch,Realschulen,9. Klassenstufe,Hessen,486
Spanisch,Realschulen,9. Klassenstufe,Mecklenburg-Vorpommern,0
Spanisch,Realschulen,9. Klassenstufe,Niedersachsen,213
Spanisch,Realschulen,9. Klassenstufe,Nordrhein-Westfalen,765
Spanisch,Realschulen,9. Klassenstufe,Rheinland-Pfalz,0
Spanisch,Realschulen,9. Klassenstufe,Saarland,0
Spanisch,Realschulen,9. Klassenstufe,Sachsen,0
Spanisch,Realschulen,9. Klassenstufe,Sachsen-Anhalt,0
Spanisch,Realschulen,9. Klassenstufe,Schleswig-Holstein,0
Spanisch,Realschulen,9. Klassenstufe,Thüringen,0
Spanisch,Realschulen,10. Klassenstufe,Baden-Württemberg,0
Spanisch,Realschulen,10. Klassenstufe,Bayern,641
Spanisch,Realschulen,10. Klassenstufe,Berlin,0
Spanisch,Realschulen,10. Klassenstufe,Brandenburg,0
Spanisch,Realschulen,10. Klassenstufe,Bremen,0
Spanisch,Realschulen,10. Klassenstufe,Hamburg,0
Spanisch,Realschulen,10. Klassenstufe,Hessen,398
Spanisch,Realschulen,10. Klassenstufe,Mecklenburg-Vorpommern,0
Spanisch,Realschulen,10. Klassenstufe,Niedersachsen,259
Spanisch,Realschulen,10. Klassenstufe,Nordrhein-Westfalen,614
Spanisch,Realschulen,10. Klassenstufe,Rheinland-Pfalz,0
Spanisch,Realschulen,10. Klassenstufe,Saarland,0
Spanisch,Realschulen,10. Klassenstufe,Sachsen,0
Spanisch,Realschulen,10. Klassenstufe,Sachsen-Anhalt,0
Spanisch,Realschulen,10. Klassenstufe,Schleswig-Holstein,0
Spanisch,Realschulen,10. Klassenstufe,Thüringen,0
Spanisch,Realschulen,Bereich unbekannt,Baden-Württemberg,163
Spanisch,Realschulen,Bereich unbekannt,Bayern,1639
Spanisch,Realschulen,Bereich unbekannt,Berlin,0
Spanisch,Realschulen,Bereich unbekannt,Brandenburg,0
Spanisch,Realschulen,Bereich unbekannt,Bremen,0
Spanisch,Realschulen,Bereich unbekannt,Hamburg,0
Spanisch,Realschulen,Bereich unbekannt,Hessen,0
Spanisch,Realschulen,Bereich unbekannt,Mecklenburg-Vorpommern,0
Spanisch,Realschulen,Bereich unbekannt,Niedersachsen,0
Spanisch,Realschulen,Bereich unbekannt,Nordrhein-Westfalen,178
Spanisch,Realschulen,Bereich unbekannt,Rheinland-Pfalz,0
Spanisch,Realschulen,Bereich unbekannt,Saarland,0
Spanisch,Realschulen,Bereich unbekannt,Sachsen,0
Spanisch,Realschulen,Bereich unbekannt,Sachsen-Anhalt,0
Spanisch,Realschulen,Bereich unbekannt,Schleswig-Holstein,0
Spanisch,Realschulen,Bereich unbekannt,Thüringen,0
Spanisch,Gymnasien (G8),5. Klassenstufe,Baden-Württemberg,0
Spanisch,Gymnasien (G8),5. Klassenstufe,Bayern,11
Spanisch,Gymnasien (G8),5. Klassenstufe,Berlin,74
Spanisch,Gymnasien (G8),5. Klassenstufe,Brandenburg,20
Spanisch,Gymnasien (G8),5. Klassenstufe,Bremen,138
Spanisch,Gymnasien (G8),5. Klassenstufe,Hamburg,174
Spanisch,Gymnasien (G8),5. Klassenstufe,Hessen,57
Spanisch,Gymnasien (G8),5. Klassenstufe,Mecklenburg-Vorpommern,0
Spanisch,Gymnasien (G8),5. Klassenstufe,Niedersachsen,1
Spanisch,Gymnasien (G8),5. Klassenstufe,Nordrhein-Westfalen,292
Spanisch,Gymnasien (G8),5. Klassenstufe,Rheinland-Pfalz,0
Spanisch,Gymnasien (G8),5. Klassenstufe,Saarland,0
Spanisch,Gymnasien (G8),5. Klassenstufe,Sachsen,182
Spanisch,Gymnasien (G8),5. Klassenstufe,Sachsen-Anhalt,7
Spanisch,Gymnasien (G8),5. Klassenstufe,Schleswig-Holstein,0
Spanisch,Gymnasien (G8),5. Klassenstufe,Thüringen,295
Spanisch,Gymnasien (G8),6. Klassenstufe,Baden-Württemberg,25
Spanisch,Gymnasien (G8),6. Klassenstufe,Bayern,25
Spanisch,Gymnasien (G8),6. Klassenstufe,Berlin,212
Spanisch,Gymnasien (G8),6. Klassenstufe,Brandenburg,12
Spanisch,Gymnasien (G8),6. Klassenstufe,Bremen,446
Spanisch,Gymnasien (G8),6. Klassenstufe,Hamburg,2816
Spanisch,Gymnasien (G8),6. Klassenstufe,Hessen,1387
Spanisch,Gymnasien (G8),6. Klassenstufe,Mecklenburg-Vorpommern,37
Spanisch,Gymnasien (G8),6. Klassenstufe,Niedersachsen,6794
Spanisch,Gymnasien (G8),6. Klassenstufe,Nordrhein-Westfalen,2646
Spanisch,Gymnasien (G8),6. Klassenstufe,Rheinland-Pfalz,81
Spanisch,Gymnasien (G8),6. Klassenstufe,Saarland,0
Spanisch,Gymnasien (G8),6. Klassenstufe,Sachsen,1463
Spanisch,Gymnasien (G8),6. Klassenstufe,Sachsen-Anhalt,17
Spanisch,Gymnasien (G8),6. Klassenstufe,Schleswig-Holstein,403
Spanisch,Gymnasien (G8),6. Klassenstufe,Thüringen,480
Spanisch,Gymnasien (G8),7. Klassenstufe,Baden-Württemberg,136
Spanisch,Gymnasien (G8),7. Klassenstufe,Bayern,86
Spanisch,Gymnasien (G8),7. Klassenstufe,Berlin,2690
Spanisch,Gymnasien (G8),7. Klassenstufe,Brandenburg,1971
Spanisch,Gymnasien (G8),7. Klassenstufe,Bremen,341
Spanisch,Gymnasien (G8),7. Klassenstufe,Hamburg,2455
Spanisch,Gymnasien (G8),7. Klassenstufe,Hessen,1689
Spanisch,Gymnasien (G8),7. Klassenstufe,Mecklenburg-Vorpommern,1102
Spanisch,Gymnasien (G8),7. Klassenstufe,Niedersachsen,6427
Spanisch,Gymnasien (G8),7. Klassenstufe,Nordrhein-Westfalen,2067
Spanisch,Gymnasien (G8),7. Klassenstufe,Rheinland-Pfalz,51
Spanisch,Gymnasien (G8),7. Klassenstufe,Saarland,1
Spanisch,Gymnasien (G8),7. Klassenstufe,Sachsen,1239
Spanisch,Gymnasien (G8),7. Klassenstufe,Sachsen-Anhalt,715
Spanisch,Gymnasien (G8),7. Klassenstufe,Schleswig-Holstein,228
Spanisch,Gymnasien (G8),7. Klassenstufe,Thüringen,347
Spanisch,Gymnasien (G8),8. Klassenstufe,Baden-Württemberg,8197
Spanisch,Gymnasien (G8),8. Klassenstufe,Bayern,4275
Spanisch,Gymnasien (G8),8. Klassenstufe,Berlin,3148
Spanisch,Gymnasien (G8),8. Klassenstufe,Brandenburg,1731
Spanisch,Gymnasien (G8),8. Klassenstufe,Bremen,448
Spanisch,Gymnasien (G8),8. Klassenstufe,Hamburg,2444
Spanisch,Gymnasien (G8),8. Klassenstufe,Hessen,3572
Spanisch,Gymnasien (G8),8. Klassenstufe,Mecklenburg-Vorpommern,1094
Spanisch,Gymnasien (G8),8. Klassenstufe,Niedersachsen,6061
Spanisch,Gymnasien (G8),8. Klassenstufe,Nordrhein-Westfalen,7079
Spanisch,Gymnasien (G8),8. Klassenstufe,Rheinland-Pfalz,229
Spanisch,Gymnasien (G8),8. Klassenstufe,Saarland,966
Spanisch,Gymnasien (G8),8. Klassenstufe,Sachsen,1882
