"Name","Straße","PLZ","Ort","Bundesland","Type","Jahr","Titel","id"
"Eichendorff-Schule","Dechenstraße 1","50825","Köln","Nordrhein-Westfalen","Programm","","Schule ohne Rassismus - Schule mit Courage","0"
"Overberger Schule","Kamer Heide 49","59192","Bergkamen","Nordrhein-Westfalen","Programm","","Schule ohne Rassismus - Schule mit Courage","1"
"Euroakademie Halle","Ernst-Kamieth-Straße 2b","06112","Halle","Sachsen-Anhalt","Programm","","Schule ohne Rassismus - Schule mit Courage","0"
"Marienschule","Ostlandstraße 13","59558","Lippstadt","Nordrhein-Westfalen","Programm","","Schule ohne Rassismus - Schule mit Courage","2"
"Otto-Hahn-Gymnasium","Berliner Ring 7","40789","Monheim","Nordrhein-Westfalen","Programm","","Schule ohne Rassismus - Schule mit Courage","1"
"Georg-August-Zinn-Schule","Mattenbergstraße 52","34132","Kassel","Hessen","Programm","","Schule ohne Rassismus - Schule mit Courage","0"
"Elly-Heuss-Knapp-Schule","Siegburger Straße 137-139","40591","Düsseldorf","Nordrhein-Westfalen","Programm","","Schule ohne Rassismus - Schule mit Courage","1"
"Sventana-Schule","Jahnweg 6","24619","Bornhöved","Schleswig-Holstein","Programm","","Schule ohne Rassismus - Schule mit Courage","1"
"Staatliches Gymnasium ""Albert-Schweitzer""","Salzmannstraße 39","99610","Sömmerda","Thüringen","Programm","","Schule ohne Rassismus - Schule mit Courage","0"
"Regionale Schule Dummerstorf","Am Feldrain 16","18196","Dummerstorf","Mecklenburg-Vorpommern","Programm","","Schule ohne Rassismus - Schule mit Courage","2"
"Geschwister-Scholl-Gymnasium Velbert","Von-Humboldt-Str. 54 - 58","42549","Velbert","Nordrhein-Westfalen","Programm","","Schule ohne Rassismus - Schule mit Courage","0"
"Rosenstadtschule Uetersen","Seminarstraße 10-12","25436","Uetersen","Schleswig-Holstein","Programm","","Schule ohne Rassismus - Schule mit Courage","0"
"Integrierte Gesamtschule Osthofen","Heinrich-Heine-Straße 9-11","67574","Osthofen","Rheinland-Pfalz","Programm","","Schule ohne Rassismus - Schule mit Courage","0"
"GGS Münsterschule","Maarflach 7-13","53113","Bonn","Nordrhein-Westfalen","Programm","","Schule ohne Rassismus - Schule mit Courage","1"
"Gymnasium Stolzenau","Zum Ravensberg 3","31592","Stolzenau","Niedersachsen","Programm","","Schule ohne Rassismus - Schule mit Courage","1"
"Staatliche Realschule Langenzenn","Klaushofer Weg 6","90579","Langenzenn","Bayern","Programm","","Schule ohne Rassismus - Schule mit Courage","0"
"Staatliche Berufliche Schulen Kitzingen-Ochsenfurt","Thomas-Ehemann-Straße 13b","97318","Kitzingen","Bayern","Programm","","Schule ohne Rassismus - Schule mit Courage","0"
"Oberschule Soltau","Winsener Str. 55","29614","Soltau","Niedersachsen","Programm","","Schule ohne Rassismus - Schule mit Courage","1"
"Mittelschule Fürth, Kiderlinstraße","Kiderlinstraße 4","90763","Fürth","Bayern","Programm","","Schule ohne Rassismus - Schule mit Courage","0"
"Grund- und Mittelschule Saal","Lindenstraße 28","93342","Saal","Bayern","Programm","","Schule ohne Rassismus - Schule mit Courage","2"
"Berufsbildende Schulen II des Landkreises Gifhorn","I. Koppelweg 50","38518","Gifhorn","Niedersachsen","Programm","","Schule ohne Rassismus - Schule mit Courage","1"
"Realschule Langendamm","Ostlandstraße 14","31582","Nienburg","Niedersachsen","Programm","","Schule ohne Rassismus - Schule mit Courage","1"
"Otterstein-Werkrealschule","Schwarzwaldstr. 145","75173","Pforzheim","Baden-Württemberg","Programm","","Schule ohne Rassismus - Schule mit Courage","0"
"Käthe-Kollwitz-Schule","Leonhardstraße 21","52134","Herzogenrath","Nordrhein-Westfalen","Programm","","Schule ohne Rassismus - Schule mit Courage","1"
"Ruhr-Kolleg","Seminarstraße 9","45138","Essen","Nordrhein-Westfalen","Programm","","Schule ohne Rassismus - Schule mit Courage","0"
"SFZ Freising","St.-Ulrich-Str. 9","85354","Freising","Bayern","Programm","","Schule ohne Rassismus - Schule mit Courage","1"
"LWL Berufskolleg - Fachschulen Hamm","Heithofer Allee 64","59071","Hamm","Nordrhein-Westfalen","Programm","","Schule ohne Rassismus - Schule mit Courage","2"
"Maria-Ward-Realschule Schrobenhausen","Lenbachstraße 32","86529","Schrobenhausen","Bayern","Programm","","Schule ohne Rassismus - Schule mit Courage","0"
"Staatliche Wirtschaftsschule","Egger Straße 30","94469","Deggendorf","Bayern","Programm","","Schule ohne Rassismus - Schule mit Courage","2"
"Carl-von-Ossietzky-Schule","Ossietzkystraße 2","90439","Nürnberg","Bayern","Programm","","Schule ohne Rassismus - Schule mit Courage","0"
"Staatliche Berufliche Oberschule Würzburg","Mozartstraße 9","97047","Würzburg","Bayern","Programm","","Schule ohne Rassismus - Schule mit Courage","0"
"Ruhrtal-Gymnasium Schwerte","Wittekindstraße 6","58239","Schwerte","Nordrhein-Westfalen","Programm","","Schule ohne Rassismus - Schule mit Courage","1"
"Gymnasium Elmschenhagen","Allgäuer Straße 30","24146","Kiel","Schleswig-Holstein","Programm","","Schule ohne Rassismus - Schule mit Courage","2"
"Kirchbergschule","Nassaustraße 11","35745","Herborn","Hessen","Programm","","Schule ohne Rassismus - Schule mit Courage","0"
"Diesterweg-Gymnasium Tangermünde-Havelberg","Lindenstraße 44","39590","Tangermünde","Sachsen-Anhalt","Programm","","Schule ohne Rassismus - Schule mit Courage","1"
"Gymnasium Bruchhausen-Vilsen","Auf der Loge 5","27305","Bruchhausen-Vilsen","Niedersachsen","Programm","","Schule ohne Rassismus - Schule mit Courage","2"
"Verbundschule Winterberg-Siedlinghausen","Schulstraße 3","59955","Winterberg","Nordrhein-Westfalen","Programm","","Schule ohne Rassismus - Schule mit Courage","0"
"Berufskolleg Vera Beckers","Grimesgath 131","47803","Krefeld","Nordrhein-Westfalen","Programm","","Schule ohne Rassismus - Schule mit Courage","0"
"Stader Privatschule","Mittelstraße 19","21680","Stade","Niedersachsen","Programm","","Schule ohne Rassismus - Schule mit Courage","0"
"Gymnasium Stadtfeld","Ernst-Pörner-Straße 15","47803","Wernigerode","Sachsen-Anhalt","Programm","","Schule ohne Rassismus - Schule mit Courage","0"
"Sana Klinikum Hof Schulen gGmbH","Konradsreuther Straße 2","95032","Hof","Bayern","Programm","","Schule ohne Rassismus - Schule mit Courage","0"
"Neustadtschule","Novalisstraße 11","06667","Weißenfels","Sachsen-Anhalt","Programm","","Schule ohne Rassismus - Schule mit Courage","1"
"Förderschule Pestalozzischule Aschersleben","Valentina-Tereschkowa-Straße 34","06449","Aschersleben","Sachsen-Anhalt","Programm","","Schule ohne Rassismus - Schule mit Courage","0"
"IGS Stade","Am Hohen Felde 40","21682","Stade","Niedersachsen","Programm","","Schule ohne Rassismus - Schule mit Courage","1"
"Berufsbildende Schulen II","Steinweg 25","26721","Emden","Niedersachsen","Programm","","Schule ohne Rassismus - Schule mit Courage","1"
"Schule Am Steeler Tor","Engelbertstraße 4","45127","Essen","Nordrhein-Westfalen","Programm","","Schule ohne Rassismus - Schule mit Courage","1"
"Humboldtschule","Humboldtstraße 5","58553","Halver","Nordrhein-Westfalen","Programm","","Schule ohne Rassismus - Schule mit Courage","2"
"Bosseschule Bielefeld","Bossestr. 10","33615","Bielefeld","Nordrhein-Westfalen","Programm","","Schule ohne Rassismus - Schule mit Courage","1"
"Wilhelm-Busch-Realschule","Heerstr. 7","51143","Köln","Nordrhein-Westfalen","Programm","","Schule ohne Rassismus - Schule mit Courage","2"
"Gymnasium Finkenwerder","Norderschulweg 18","21129","Hamburg","Hamburg","Programm","","Schule ohne Rassismus - Schule mit Courage","1"
"Ludwig-Auer-Mittelschule Donauwörth","Neudegger Allee 5","86609","Donauwörth","Bayern","Programm","","Schule ohne Rassismus - Schule mit Courage","0"
"Hermann-Gmeiner-Schule","Bonifatiusweg 16","59067","Hamm","Nordrhein-Westfalen","Programm","","Schule ohne Rassismus - Schule mit Courage","0"
"CJD Christopherusschule Rostock","Groß Schwaßer Weg 11","18057","Rostock","Mecklenburg-Vorpommern","Programm","","Schule ohne Rassismus - Schule mit Courage","0"
"Hermann-Runge-Gesamtschule","Gabelsberger Str. 14","47441","Moers","Nordrhein-Westfalen","Programm","","Schule ohne Rassismus - Schule mit Courage","0"
"Möser-Realschule","Lotter Str. 6","49078","Osnabrück","Niedersachsen","Programm","","Schule ohne Rassismus - Schule mit Courage","1"
"Siegfried-von-Vegesack-Realschule","Pfarrer-Biebl-Straße 20","94209","Regen","Bayern","Programm","","Schule ohne Rassismus - Schule mit Courage","1"
"Bildungswerk Marktbreit e. V.","Buheleite 20","97340","Marktbreit am Main","Bayern","Programm","","Schule ohne Rassismus - Schule mit Courage","0"
"Leo-Weismantel-Realschule Marktbreit","Buheleite 20","97340","Marktbreit am Main","Bayern","Programm","","Schule ohne Rassismus - Schule mit Courage","0"
"Sekundarschule Dähre","Bahnhofstr. 8","29413","Dähre","Sachsen-Anhalt","Programm","","Schule ohne Rassismus - Schule mit Courage","0"
"Staatliche Wirtschaftsschule Kempten","Wiesstraße 30","87435","Kempten","Bayern","Programm","","Schule ohne Rassismus - Schule mit Courage","0"
"Werner-Heisenberg-Gymnasium","Rosenstraße 41","25746","Heide","Schleswig-Holstein","Programm","","Schule ohne Rassismus - Schule mit Courage","1"
"Oberschule Pegau - ""Frédéric Joliot-Curie""","Ernst-Reinsdorf-Straße 3","04523","Pegau","Sachsen","Programm","","Schule ohne Rassismus - Schule mit Courage","0"
"Leimbachtalschule","Pestalozzistraße 11","69234","Dielheim","Baden-Württemberg","Programm","","Schule ohne Rassismus - Schule mit Courage","0"
"Hofenfels-Gymnasium","Zeilbäumerstraße 1","66482","Zweibrücken","Rheinland-Pfalz","Programm","","Schule ohne Rassismus - Schule mit Courage","0"
"St.-Gotthard-Gymnasium","Hengersbergerstr. 19","94557","Niederalteich","Bayern","Programm","","Schule ohne Rassismus - Schule mit Courage","0"
"Städtisches Louise-Schroeder-Gymnasium","Pfarrer-Grimm-Str. 1","80999","München","Bayern","Programm","","Schule ohne Rassismus - Schule mit Courage","2"
"Marianne-Rosenbaum Schule","Kolbstr. 1","94315","Straubing","Bayern","Programm","","Schule ohne Rassismus - Schule mit Courage","0"
"Städtische Berufsoberschule München","Schleißheimer Straße 510","80933","München","Bayern","Programm","","Schule ohne Rassismus - Schule mit Courage","0"
"Regionale Schule Mitte ""Fritz Reuter""","Katharinenstraße 1","17033","Neubrandenburg","Mecklenburg-Vorpommern","Programm","","Schule ohne Rassismus - Schule mit Courage","2"
"IGS Stöcken","Eichsfelder Straße 38","30419","Hannover","Niedersachsen","Programm","","Schule ohne Rassismus - Schule mit Courage","1"
"Ernst-Barlach-Gymnasium Unna","Seminarstraße 4","59423","Unna","Nordrhein-Westfalen","Programm","","Schule ohne Rassismus - Schule mit Courage","0"
"Mittelschule Schlößleinsgasse Nürnberg","Schlössleingasse 8","90453","Nürnberg","Bayern","Programm","","Schule ohne Rassismus - Schule mit Courage","0"
"Rheingrafen-Realschule plus und Fachoberschule","Pestalozzistraße 16","55286","Wörnstadt","Rheinland-Pfalz","Programm","","Schule ohne Rassismus - Schule mit Courage","0"
"Freiherr-vom-Stein-Gymnasium in Bünde","Ringstraße 69","32257","Bünde","Nordrhein-Westfalen","Programm","","Schule ohne Rassismus - Schule mit Courage","0"
"Gymnasium Lohne","An der Kirchenziegelei 12","49393","Lohne","Niedersachsen","Programm","","Schule ohne Rassismus - Schule mit Courage","0"
"Realschule Volksgarten","Luise-Vollmar-Straße 25","41065","Mönchengladbach","Nordrhein-Westfalen","Programm","","Schule ohne Rassismus - Schule mit Courage","0"
"Schule an der Wascherde","An der Wascherde 26","36341","Lauterbach","Hessen","Programm","","Schule ohne Rassismus - Schule mit Courage","0"
"Oscar-Paret-Schule Freiberg a. N.","Marktplatz 3","71691","Freiberg","Baden-Württemberg","Programm","","Schule ohne Rassismus - Schule mit Courage","0"
"Edith-Stein-Gymnasium","Langensteinweg 5","67346","Speyer","Rheinland-Pfalz","Programm","","Schule ohne Rassismus - Schule mit Courage","0"
"Phoenix-Gymnasium","Seekante 12","44263","Dortmund-Hörde","Nordrhein-Westfalen","Programm","","Schule ohne Rassismus - Schule mit Courage","0"
"Staatliche Realschule für Mädchen","Mühlstraße 30","92318","Neumarkt","Bayern","Programm","","Schule ohne Rassismus - Schule mit Courage","1"
"Martin-Wiesend-Schule Bamberg","Oberer Stephansberg 44","96049","Bamberg","Bayern","Programm","","Schule ohne Rassismus - Schule mit Courage","2"
"Bildungs- und Beratungszentrum für Hörgeschädigte Stegen","Erwin-Kern-Straße 1-3","79252","Stegen","Baden-Württemberg","Programm","","Schule ohne Rassismus - Schule mit Courage","0"
"Grundschule ""Hanoier Straße""","Hanoier Str. 1","06132","Halle","Sachsen-Anhalt","Programm","","Schule ohne Rassismus - Schule mit Courage","0"
"Liselotte-Funcke-Schule","Elbersstiege 10","58095","Hagen","Nordrhein-Westfalen","Programm","","Schule ohne Rassismus - Schule mit Courage","2"
"Leopold-Sonnemann-Realschule","Rudolf-Harbig-Platz 7","97204","Höchberg","Bayern","Programm","","Schule ohne Rassismus - Schule mit Courage","1"
"Städt. Wirtschaftsschule Ansbach","Beckenwiherallee 21","91522","Ansbach","Bayern","Programm","","Schule ohne Rassismus - Schule mit Courage","0"
"Gymnasium Salzhausen","Kreuzweg 33","21376","Salzhausen","Niedersachsen","Programm","","Schule ohne Rassismus - Schule mit Courage","1"
"Gotthard-Kühl-Schule","Lortzingstr. 27","23556","Lübeck","Schleswig-Holstein","Programm","","Schule ohne Rassismus - Schule mit Courage","0"
"Abendrealschule der Stadt Münster","Bismarckstraße 55","48151","Münster","Nordrhein-Westfalen","Programm","","Schule ohne Rassismus - Schule mit Courage","0"
"Wichernschule","Goebenstraße 30","32423","Minden","Nordrhein-Westfalen","Programm","","Schule ohne Rassismus - Schule mit Courage","0"
"Gesamtschule Osterfeld","Heinestraße 22","46117","Oberhausen","Nordrhein-Westfalen","Programm","","Schule ohne Rassismus - Schule mit Courage","0"
"CJD Christophorusschule Frechen","Clarenbergweg 81","50226","Frechen","Nordrhein-Westfalen","Programm","","Schule ohne Rassismus - Schule mit Courage","1"
"Zweite Integrierte Gesamtschule Halle","Rigaer Str. 1a","06128","Halle","Sachsen-Anhalt","Programm","","Schule ohne Rassismus - Schule mit Courage","0"
"Clemens-Brentano-Gymnasium","An der Kreuzkirche 7","48249","Dülmen","Nordrhein-Westfalen","Programm","","Schule ohne Rassismus - Schule mit Courage","1"
"Karl-von-Drais-Schule Mannheim","Hans-Thoma-Str. 34","68163","Mannheim","Baden-Württemberg","Programm","","Schule ohne Rassismus - Schule mit Courage","0"
"Gymnasium Große Schule Wolfenbüttel","Rosenwall 12","38300","Wolfenbüttel","Niedersachsen","Programm","","Schule ohne Rassismus - Schule mit Courage","1"
"Bilinguales Gymnasium Phorms Berlin Süd","Harry-S.-Truman-Allee 3","14167","Berlin","Berlin","Programm","","Schule ohne Rassismus - Schule mit Courage","2"
"Couven-Europa Gymnasium  Aachen","Lütlicher Str. 111a","52074","Aachen","Nordrhein-Westfalen","Programm","","Schule ohne Rassismus - Schule mit Courage","0"
"Helmholtz-Gymnasium","Münsterstraße 122","44145","Dortmund","Nordrhein-Westfalen","Programm","","Schule ohne Rassismus - Schule mit Courage","0"
"Grundschule Saarbrücken-Wallenbaum","Kirchberg 3","66115","Saarbrücken","Saarland","Programm","","Schule ohne Rassismus - Schule mit Courage","0"
"Friedenauer Gemeinschaftsschule","Grazer Platz 1-3","12157","Berlin","Berlin","Programm","","Schule ohne Rassismus - Schule mit Courage","0"
"Friedrichs-Gymnasium der Stadt Herford","Werrestraße 9","32049","Herford","Nordrhein-Westfalen","Programm","","Schule ohne Rassismus - Schule mit Courage","1"
"Hanse-Berufskolleg des Kreises Lippe in Lemgo","Johannes-Schuchen-Str. 7","32657","Lemgo","Nordrhein-Westfalen","Programm","","Schule ohne Rassismus - Schule mit Courage","1"
"Georgianum Lingen","Kardinal-von-Galen-Str. 7/9","49809","Lingen","Niedersachsen","Programm","","Schule ohne Rassismus - Schule mit Courage","0"
"Freie Waldorfschule Eisenach","Ernst-Thälmann-Straße 62","99817","Eisenach","Thüringen","Programm","","Schule ohne Rassismus - Schule mit Courage","1"
"Martin-Luther-King Schule","Kreuzbergerstrasse 87","66740","Saarlouis","Saarland","Programm","","Schule ohne Rassismus - Schule mit Courage","0"
"Kooperative Gesamtschule Bad Münder","Bahnhofstraße 52","31848","Bad Münder","Niedersachsen","Programm","","Schule ohne Rassismus - Schule mit Courage","0"
"Geschwister-Scholl-Gymnasium","Von-Humboldt-Straße 14","48159","Münster","Nordrhein-Westfalen","Programm","","Schule ohne Rassismus - Schule mit Courage","3"
"Mittelschule Zirndorf","Volkhardstraße 5","90513","Zirndorf","Bayern","Programm","","Schule ohne Rassismus - Schule mit Courage","0"
"Oberschule Altendorf","Ernst-Heilmann-Straße 11","09116","Chemnitz","Sachsen","Programm","","Schule ohne Rassismus - Schule mit Courage","0"
"Kooperative Gesamtschule Sittensen","Am Sportplatz 3","27419","Sittensen","Niedersachsen","Programm","","Schule ohne Rassismus - Schule mit Courage","1"
"Ehrhart-Schott-Schule","Lessingstr. 18","68723","Schwetzingen","Baden-Württemberg","Programm","","Schule ohne Rassismus - Schule mit Courage","0"
"Schule Mahndorf - Grundschule","Mahndorfer Heerstr. 55","28307","Bremen","Bremen","Programm","","Schule ohne Rassismus - Schule mit Courage","1"
"Matthias-Grünewald-Gymnasium","Zwerchgraben 1","97074","Würzburg","Bayern","Programm","","Schule ohne Rassismus - Schule mit Courage","1"
"Gymnasium Immenstadt","Allgäuer Straße 7","87509","Immenstadt","Bayern","Programm","","Schule ohne Rassismus - Schule mit Courage","2"
"Staatliche Realschule für Knaben Immenstadt","Allgäuer Straße 7","87509","Immenstadt","Bayern","Programm","","Schule ohne Rassismus - Schule mit Courage","2"
"Siebold Gymnasium Würzburg","Rennweger Ring 11","97070","Würzburg","Bayern","Programm","","Schule ohne Rassismus - Schule mit Courage","1"
"Marien-Gymnasium Werl","Am Breilsgraben 2","59457","Werl","Gymnasien","Programm","","Schule ohne Rassismus - Schule mit Courage","1"
